date,open,high,low,close,volume
2004-10-13,8940,9020,8930,8980,36392450
2004-10-14,8960,8960,8740,8880,50854450
2004-10-15,8820,8930,8730,8740,64695050
2004-10-18,8640,8720,8560,8650,37128000
2004-10-19,8800,8870,8720,8770,26414600
2004-10-20,8620,8780,8550,8570,24916000
2004-10-21,8570,8720,8550,8580,29168300
2004-10-22,8700,8830,8680,8750,23292900
2004-10-25,8660,8660,8490,8560,31531300
2004-10-26,8590,8670,8580,8600,13743600
2004-10-27,8670,8700,8490,8580,26599750
2004-10-28,8820,8850,8680,8790,22676450
2004-10-29,8760,8800,8650,8790,26762250
2004-11-01,8750,8820,8660,8790,11394100
2004-11-02,8720,8860,8720,8800,16450900
2004-11-03,8840,9100,8820,9100,25218300
2004-11-04,9120,9130,8960,8960,30083850
2004-11-05,9040,9080,8990,9050,32058950
2004-11-08,9170,9170,8800,8800,21141850
2004-11-09,8690,8750,8600,8620,26775150
2004-11-10,8640,8780,8640,8780,18302850
2004-11-11,8780,8860,8710,8740,30544200
2004-11-12,8980,9020,8870,8970,22704900
2004-11-15,9060,9200,9050,9130,19034300
2004-11-16,9180,9200,9100,9110,24754900
2004-11-17,9120,9250,9110,9230,21978100
2004-11-18,9300,9390,9200,9270,29428600
2004-11-19,9200,9320,8990,9080,22258950
2004-11-22,8840,8910,8730,8800,34576650
2004-11-23,8900,8910,8760,8820,23214550
2004-11-24,8760,8840,8680,8790,23150100
2004-11-25,8800,8890,8760,8820,22185250
2004-11-26,8770,8920,8630,8660,26750900
2004-11-29,8580,8620,8470,8520,31270750
2004-11-30,8540,8700,8510,8690,30703400
2004-12-01,8570,8610,8490,8580,21673600
2004-12-02,8720,8760,8540,8570,25998750
2004-12-03,8660,8680,8460,8520,34601000
2004-12-06,8500,8500,8360,8360,19667550
2004-12-07,8290,8370,8210,8220,26779950
2004-12-08,8110,8390,8060,8390,27218900
2004-12-09,8340,8410,8200,8260,40085850
2004-12-10,8220,8240,8090,8120,25884550
2004-12-13,8000,8070,7980,8040,24527300
2004-12-14,8040,8270,8040,8250,27683450
2004-12-15,8360,8570,8360,8570,33480050
2004-12-16,8670,8880,8640,8800,43091850
2004-12-17,8820,8890,8710,8880,22514550
2004-12-20,8740,8920,8740,8900,17351150
2004-12-21,8920,8940,8800,8920,14980050
2004-12-22,8970,8990,8840,8850,15735200
2004-12-23,8900,8920,8640,8690,15878250
2004-12-24,8690,8700,8600,8660,15916400
2004-12-27,8660,8750,8630,8750,11773650
2004-12-28,8720,8760,8630,8720,13636350
2004-12-29,8680,8890,8670,8890,17109300
2004-12-30,8860,9020,8860,9010,17268000
2005-01-03,9050,9060,8920,9020,10927900
2005-01-04,9000,9020,8920,8940,14017350
2005-01-05,8800,8860,8730,8860,23366100
2005-01-06,8780,8910,8700,8700,17153150
2005-01-07,8820,8830,8710,8810,13618450
2005-01-10,8840,8840,8750,8760,12506750
2005-01-11,8760,8840,8670,8840,27856550
2005-01-12,8870,8880,8800,8840,14722850
2005-01-13,8840,8940,8820,8880,23698150
2005-01-14,8800,9480,8790,9430,71903500
2005-01-17,9800,9890,9650,9850,61795500
2005-01-18,9800,9810,9690,9720,30244400
2005-01-19,9720,9770,9580,9600,22853300
2005-01-20,9600,9700,9510,9600,19270200
2005-01-21,9500,9720,9500,9720,15034800
2005-01-24,9650,9760,9550,9760,19073250
2005-01-25,9600,9700,9580,9670,18168600
2005-01-26,9700,9870,9690,9810,24888400
2005-01-27,9900,9900,9810,9840,19993300
2005-01-28,9830,9830,9600,9780,14221750
2005-01-31,9760,9900,9680,9900,16466750
2005-02-01,9900,9970,9830,9830,21856150
2005-02-02,9830,9880,9730,9810,19753500
2005-02-03,9720,9940,9720,9920,17449150
2005-02-04,9880,9970,9860,9910,12856450
2005-02-07,10120,10240,10060,10200,33935750
2005-02-11,10100,10180,10020,10120,25889700
2005-02-14,10260,10440,10200,10340,28268450
2005-02-15,10400,10420,10220,10380,26747750
2005-02-16,10440,10620,10360,10400,24014650
2005-02-17,10340,10440,10300,10340,17512300
2005-02-18,10360,10540,10280,10540,18356250
2005-02-21,10600,10640,10480,10560,23431950
2005-02-22,10560,10580,10360,10440,17858400
2005-02-23,10280,10320,10180,10220,19749150
2005-02-24,10200,10400,10140,10380,20988800
2005-02-25,10480,10580,10420,10440,20884700
2005-02-28,10600,10620,10420,10540,27706500
2005-03-02,10500,10560,10340,10340,27428450
2005-03-03,10300,10520,10240,10380,30335450
2005-03-04,10340,10340,10160,10200,24410150
2005-03-07,10300,10300,10000,10140,29519950
2005-03-08,10140,10160,10000,10040,26380350
2005-03-09,9980,10000,9830,10000,24894900
2005-03-10,10060,10160,9990,9990,31633750
2005-03-11,10140,10380,10080,10380,32011300
2005-03-14,10260,10320,10160,10200,20845500
2005-03-15,10240,10280,9980,10040,25034200
2005-03-16,9980,10080,9910,10060,18549850
2005-03-17,9860,9970,9840,9920,20879300
2005-03-18,9860,9960,9860,9900,12752950
2005-03-21,9830,9980,9800,9840,16774700
2005-03-22,9860,10020,9790,9920,15797950
2005-03-23,9860,9990,9830,9970,15924550
2005-03-24,10020,10120,9950,10060,20102800
2005-03-25,10100,10120,10000,10100,10875000
2005-03-28,10200,10220,10140,10200,8984350
2005-03-29,10200,10220,10000,10040,16855750
2005-03-30,9880,9990,9880,9960,18145300
2005-03-31,10120,10140,10020,10040,17336250
2005-04-01,10040,10320,10000,10240,22656900
2005-04-04,10240,10340,10200,10340,17219950
2005-04-06,10360,10400,10200,10360,20506000
2005-04-07,10360,10400,10300,10360,17858700
2005-04-08,10480,10500,10400,10440,13945950
2005-04-11,10440,10440,10320,10340,9566150
2005-04-12,10320,10400,10260,10400,10387000
2005-04-13,10360,10400,10320,10360,10675950
2005-04-14,10260,10280,10040,10040,33176000
2005-04-15,10000,10040,9780,9830,43348200
2005-04-18,9470,9630,9440,9520,43247400
2005-04-19,9540,9600,9480,9480,30147950
2005-04-20,9570,9660,9380,9400,32885550
2005-04-21,9240,9400,9150,9320,29323750
2005-04-22,9500,9520,9340,9340,16729850
2005-04-25,9240,9490,9240,9490,16438800
2005-04-26,9490,9490,9420,9420,9377300
2005-04-27,9260,9340,9220,9280,20590650
2005-04-28,9260,9270,9140,9200,19702450
2005-04-29,9040,9130,8990,9040,29279850
2005-05-02,9120,9160,9000,9110,11845600
2005-05-03,9100,9230,9050,9100,13871600
2005-05-04,9100,9340,9100,9290,17318500
2005-05-06,9330,9510,9330,9480,24683300
2005-05-09,9500,9550,9410,9500,20038500
2005-05-10,9560,9590,9510,9540,10678700
2005-05-11,9500,9510,9430,9440,17304750
2005-05-12,9480,9600,9480,9500,20860900
2005-05-13,9500,9700,9440,9630,20545950
2005-05-16,9700,9800,9680,9760,17351600
2005-05-17,9800,9860,9670,9790,18178400
2005-05-18,9890,9900,9780,9790,17099450
2005-05-19,9860,10020,9850,9970,25439000
2005-05-20,9990,10040,9900,9970,11688400
2005-05-23,9920,9970,9890,9960,8047050
2005-05-24,9930,9970,9860,9900,12753500
2005-05-25,9870,9930,9670,9690,21319400
2005-05-26,9630,9700,9590,9640,13897550
2005-05-27,9800,9860,9730,9800,18778700
2005-05-30,9800,9880,9800,9870,11447950
2005-05-31,9850,9880,9730,9780,22276550
2005-06-01,9670,9790,9660,9780,16549150
2005-06-02,9900,9910,9750,9750,18321400
2005-06-03,9760,9830,9710,9760,17678950
2005-06-07,9680,9700,9600,9610,24129900
2005-06-08,9560,9620,9500,9550,26788150
2005-06-09,9510,9600,9430,9600,37521200
2005-06-10,9600,9890,9540,9830,40648100
2005-06-13,9830,9990,9830,9960,22769200
2005-06-14,9960,10020,9880,9930,19499200
2005-06-15,9930,10000,9890,10000,22462800
2005-06-16,10000,10040,9940,9970,18399600
2005-06-17,9980,9990,9830,9870,23949150
2005-06-20,9870,9880,9790,9810,16606300
2005-06-21,9810,9830,9720,9760,20260550
2005-06-22,9760,9880,9740,9860,19654450
2005-06-23,9860,9980,9840,9960,25990950
2005-06-24,9920,9920,9780,9820,21781700
2005-06-27,9780,9780,9660,9770,28052300
2005-06-28,9770,9810,9710,9790,18532900
2005-06-29,9800,9850,9760,9800,19188200
2005-06-30,9800,9960,9800,9880,19838850
2005-07-01,9880,10020,9860,10020,26559100
2005-07-04,10100,10180,10020,10060,15655700
2005-07-05,10080,10140,10000,10040,9303000
2005-07-06,10060,10140,10060,10080,13459900
2005-07-07,10080,10380,10080,10320,31910000
2005-07-08,10340,10440,10320,10320,19669850
2005-07-11,10500,10700,10500,10660,34588100
2005-07-12,10800,10960,10740,10820,46835900
2005-07-13,10860,10940,10780,10940,25465500
2005-07-14,10980,11020,10940,10940,28888650
2005-07-15,10960,11000,10780,10840,26108350
2005-07-18,10860,11040,10820,10980,21223950
2005-07-19,11000,11240,10980,11220,33786100
2005-07-20,11240,11340,11100,11160,30028200
2005-07-21,11300,11360,11160,11260,26780600
2005-07-22,11180,11200,10920,11040,27579950
2005-07-25,11040,11140,11040,11100,18455050
2005-07-26,11120,11160,10940,11020,20633000
2005-07-27,11040,11180,10960,11020,18434300
2005-07-28,11040,11320,11040,11200,23659800
2005-07-29,11320,11320,11200,11300,17875500
2005-08-01,11320,11380,11220,11380,16471100
2005-08-02,11400,11420,11240,11360,14254000
2005-08-03,11500,11540,11360,11360,23638550
2005-08-04,11360,11380,11200,11320,18370300
2005-08-05,11220,11220,10960,11060,30102850
2005-08-08,11040,11040,10860,11020,18285700
2005-08-09,11020,11060,10900,11000,20325150
2005-08-10,11100,11240,11060,11100,16480600
2005-08-11,11100,11400,11100,11340,19885250
2005-08-12,11380,11580,11380,11560,24480850
2005-08-16,11560,11640,11380,11440,26042750
2005-08-17,11320,11440,11200,11440,20420500
2005-08-18,11440,11460,11060,11100,33515700
2005-08-19,11100,11120,10980,11060,20936050
2005-08-22,11060,11400,11060,11260,19553500
2005-08-23,11280,11380,11200,11240,18772550
2005-08-24,11240,11260,10980,11120,23989850
2005-08-25,11060,11100,10880,11040,24360800
2005-08-26,11040,11120,10980,10980,18916750
2005-08-29,10840,10840,10720,10800,18279950
2005-08-30,10880,10960,10660,10820,14915700
2005-08-31,10680,10920,10680,10880,12206600
2005-09-01,10980,11040,10940,10980,11971300
2005-09-02,10980,11140,10960,11080,12194700
2005-09-05,11160,11260,11100,11220,10924000
2005-09-06,11260,11520,11260,11380,19050800
2005-09-07,11520,11640,11520,11580,17567700
2005-09-08,11700,11860,11600,11740,34627400
2005-09-09,11700,11820,11660,11780,13105550
2005-09-12,11880,12000,11780,11780,20073900
2005-09-13,11800,12200,11780,12120,34886500
2005-09-14,12100,12300,12040,12260,25588500
2005-09-15,12100,12380,12080,12140,29037950
2005-09-16,12080,12120,11760,11860,30627100
2005-09-20,12000,12060,11840,11860,28045150
2005-09-21,11920,12120,11900,12020,19089100
2005-09-22,11860,12000,11840,12000,16000350
2005-09-23,11840,11980,11660,11700,18677450
2005-09-26,11720,12000,11720,11940,21895850
2005-09-27,11960,11980,11800,11860,15910300
2005-09-28,11800,12000,11740,11960,13506450
2005-09-29,11880,11980,11800,11800,19718100
2005-09-30,11880,12000,11760,11760,22904250
2005-10-04,11800,12140,11800,12040,27202450
2005-10-05,12080,12280,11960,12020,22316400
2005-10-06,11900,11900,11700,11720,21116650
2005-10-07,11560,11760,11520,11620,25661150
2005-10-10,11680,11940,11660,11860,15094550
2005-10-11,11760,11980,11740,11980,10753850
2005-10-12,11860,11880,11540,11560,28581000
2005-10-13,11420,11480,11160,11240,36151750
2005-10-14,11300,11440,11200,11240,31409100
2005-10-17,11200,11380,11200,11260,17529600
2005-10-18,11280,11380,11260,11300,17839550
2005-10-19,11200,11220,11000,11000,18735500
2005-10-20,11200,11220,11040,11120,17963350
2005-10-21,11000,11320,10980,11280,21900200
2005-10-24,11320,11420,11220,11340,17103400
2005-10-25,11440,11560,11280,11300,18523450
2005-10-26,11240,11320,11180,11260,15768600
2005-10-27,11260,11360,11120,11160,19360450
2005-10-28,10980,11020,10900,10920,21948150
2005-10-31,10980,11100,10960,11040,19595900
2005-11-01,11200,11360,11180,11280,30758550
2005-11-02,11280,11600,11280,11500,15716000
2005-11-03,11760,11840,11700,11740,23572050
2005-11-04,11940,12000,11860,11980,24807150
2005-11-07,12040,12060,11820,12000,12963750
2005-11-08,12000,12060,11940,12060,14739600
2005-11-09,12020,12140,11920,12020,17931350
2005-11-10,12020,12140,11980,12100,18867100
2005-11-11,12340,12480,12280,12360,29543750
2005-11-14,12420,12580,12320,12520,22169750
2005-11-15,12520,12580,12220,12420,14096150
2005-11-16,12320,12600,12320,12600,14038850
2005-11-17,12540,12560,12380,12480,12542600
2005-11-18,12500,12600,12380,12540,14599750
2005-11-21,12640,12640,12240,12420,24093250
2005-11-22,12220,12240,11740,11800,45646150
2005-11-23,12000,12260,11980,12140,43242700
2005-11-24,12360,12360,12100,12160,15505150
2005-11-25,12160,12220,11920,12000,15756300
2005-11-28,12000,12060,11920,12020,9434350
2005-11-29,11960,12040,11760,11880,17510950
2005-11-30,11860,12080,11860,11960,17909100
2005-12-01,11920,12160,11900,12120,20315000
2005-12-02,12400,12460,12280,12340,19641500
2005-12-05,12440,12500,12360,12440,12591150
2005-12-06,12380,12620,12340,12600,21181650
2005-12-07,12600,12900,12480,12820,26535800
2005-12-08,12700,12800,12520,12660,26927300
2005-12-09,12560,12620,12260,12440,23263200
2005-12-12,12440,12560,12340,12360,18588950
2005-12-13,12420,12460,12260,12360,18038050
2005-12-14,12440,12540,12160,12180,26716500
2005-12-15,12180,12320,12020,12180,18740850
2005-12-16,12120,12120,11860,12040,29707650
2005-12-19,12140,12280,12040,12160,18167700
2005-12-20,12060,12280,12040,12240,17198500
2005-12-21,12280,12700,12280,12560,25364350
2005-12-22,12700,12940,12620,12680,28095800
2005-12-23,12840,13040,12720,12900,28817900
2005-12-26,13000,13260,12980,13080,17832100
2005-12-27,13180,13280,12960,13240,18067850
2005-12-28,13160,13260,13100,13220,21508100
2005-12-29,13200,13400,13140,13180,21027050
2006-01-02,13280,13360,13120,13180,20955550
2006-01-03,13200,13320,13120,13300,17900900
2006-01-04,13500,14000,13460,13980,39290600
2006-01-05,13900,13900,13420,13580,35518650
2006-01-06,13700,13760,13580,13740,17695750
2006-01-09,13900,13940,13660,13760,16275350
2006-01-10,13900,14020,13760,13960,24293750
2006-01-11,13860,13960,13580,13660,17849250
2006-01-12,13680,13840,13620,13680,20292950
2006-01-13,13540,13880,13360,13880,24506200
2006-01-16,14000,14140,13920,14120,20168350
2006-01-17,14140,14420,13940,13940,21833300
2006-01-18,13700,13780,13460,13600,31083100
2006-01-19,13640,13900,13600,13780,20495100
2006-01-20,14040,14160,13700,13740,23079500
2006-01-23,13540,13900,13420,13700,27648000
2006-01-24,13660,14000,13600,13960,29707000
2006-01-25,14180,14400,14100,14280,29380700
2006-01-26,14280,14360,14100,14320,19647700
2006-01-27,14400,14480,14260,14400,16913900
2006-01-31,14460,14820,14380,14800,23008650
2006-02-01,14700,14860,14460,14600,22104100
2006-02-02,14760,14780,14400,14500,20312000
2006-02-03,14360,14360,14040,14080,22207700
2006-02-06,14000,14120,13860,14120,21520550
2006-02-07,14180,14600,14120,14120,17455200
2006-02-08,14000,14180,13700,13800,20067400
2006-02-09,13920,13940,13740,13820,19289500
2006-02-10,13840,13920,13580,13740,22582850
2006-02-13,13720,13740,13360,13560,24444800
2006-02-14,13400,13540,13260,13460,27172800
2006-02-15,13560,13560,13080,13080,33848350
2006-02-16,13020,13140,12920,13120,24865450
2006-02-17,13220,13480,13200,13460,22159450
2006-02-20,13360,13680,13340,13660,18149550
2006-02-21,13640,13660,13400,13440,17916750
2006-02-22,13380,13580,13260,13400,24953700
2006-02-23,13420,13680,13420,13620,16607550
2006-02-24,13560,13640,13500,13620,14116850
2006-02-27,13560,13820,13540,13820,12293850
2006-02-28,13880,13960,13660,13740,13365200
2006-03-02,13920,14000,13680,13720,15356650
2006-03-03,13640,13680,13000,13040,38298300
2006-03-06,13120,13160,12980,13160,23968200
2006-03-07,13000,13040,12540,12580,41651700
2006-03-08,12300,12520,12160,12460,49381050
2006-03-09,12320,12580,12220,12300,39109400
2006-03-10,12280,12640,12280,12400,30895800
2006-03-13,12580,12640,12480,12640,19291300
2006-03-14,12560,12640,12380,12480,18344350
2006-03-15,12580,12740,12560,12580,19660600
2006-03-16,12740,12820,12620,12640,14287150
2006-03-17,12580,12800,12440,12740,13591100
2006-03-20,12780,12800,12560,12760,9950600
2006-03-21,12760,12800,12600,12700,11750900
2006-03-22,12500,12540,12180,12280,30394750
2006-03-23,12280,12380,12080,12160,27236300
2006-03-24,12160,12240,12100,12180,17171750
2006-03-27,12100,12580,12100,12480,19903650
2006-03-28,12320,12600,12320,12560,15169450
2006-03-29,12420,12520,12300,12520,15371000
2006-03-30,12640,12680,12360,12460,14916800
2006-03-31,12400,12600,12360,12600,20898950
2006-04-03,12720,12960,12640,12920,21709000
2006-04-04,12920,13120,12860,13060,19592750
2006-04-05,13100,13220,12900,12960,13311450
2006-04-06,13180,13320,13060,13140,22773950
2006-04-07,13160,13200,12960,13080,18514450
2006-04-10,12900,12980,12740,12840,21122850
2006-04-11,12740,12800,12520,12720,15769100
2006-04-12,12640,12660,12520,12600,12285100
2006-04-13,12520,12760,12500,12760,23646300
2006-04-14,12760,13280,12700,13100,32809450
2006-04-17,13200,13220,12900,12960,13800850
2006-04-18,12960,13200,12880,13100,20430500
2006-04-19,13460,13500,13260,13300,22725100
2006-04-20,13300,13440,13220,13260,17710850
2006-04-21,13400,13940,13340,13800,40576800
2006-04-24,13800,13800,13400,13460,31490750
2006-04-25,13160,13440,13060,13200,28671400
2006-04-26,13200,13360,13080,13360,22207950
2006-04-27,13360,13400,13160,13280,19383250
2006-04-28,13240,13240,12860,12880,27901900
2006-05-02,12880,13020,12640,12980,27714750
2006-05-03,12980,13120,12780,12780,21147150
2006-05-04,12780,12940,12700,12900,17928500
2006-05-08,13100,13240,13020,13100,18016550
2006-05-09,13160,13360,13140,13220,18724450
2006-05-10,13220,13300,13040,13140,17925200
2006-05-11,13140,13260,13060,13260,18506200
2006-05-12,13200,13200,12820,13100,25277600
2006-05-15,12920,13000,12780,13000,28235050
2006-05-16,12960,13000,12740,12820,22219900
2006-05-17,12840,13200,12840,13060,22835900
2006-05-18,12760,12880,12660,12820,22464650
2006-05-19,12840,12880,12620,12760,22223550
2006-05-22,12760,12800,12460,12480,20852150
2006-05-23,12300,12660,12220,12600,29837200
2006-05-24,12600,12680,12300,12580,27018000
2006-05-25,12580,12620,12300,12320,25776150
2006-05-26,12520,12640,12340,12400,24051400
2006-05-29,12440,12540,12400,12440,15162550
2006-05-30,12440,12480,12240,12240,21085450
2006-06-01,12140,12320,12020,12120,30013900
2006-06-02,12220,12360,12120,12280,19403200
2006-06-05,12360,12380,12200,12260,15993450
2006-06-07,11920,12100,11920,11980,30685550
2006-06-08,11980,11980,11500,11500,41448000
2006-06-09,11560,11660,11460,11500,30558000
2006-06-12,11520,11520,11260,11440,23934900
2006-06-13,11200,11220,10960,10980,41305250
2006-06-14,10880,11220,10820,11060,32644700
2006-06-15,11280,11280,11060,11060,19247500
2006-06-16,11520,11540,11300,11420,28129000
2006-06-19,11420,11520,11220,11280,20895600
2006-06-20,11260,11320,11040,11120,19586600
2006-06-21,11120,11280,11100,11120,13786650
2006-06-22,11300,11440,11200,11300,23378550
2006-06-23,11300,11420,11220,11360,14896500
2006-06-26,11400,11700,11400,11640,23199750
2006-06-27,11700,11800,11660,11660,15767750
2006-06-28,11500,11600,11420,11600,18424900
2006-06-29,11700,11840,11680,11800,15998850
2006-06-30,12140,12180,12040,12060,29466450
2006-07-03,12140,12220,12080,12100,12593450
2006-07-04,12220,12240,12020,12020,9539650
2006-07-05,11700,12100,11700,12060,13493800
2006-07-06,11860,12000,11800,11960,17530900
2006-07-07,12020,12120,12000,12020,14402100
2006-07-10,11880,12140,11780,12120,17908450
2006-07-11,11880,12240,11880,12160,16909050
2006-07-12,12120,12240,11980,12160,23469950
2006-07-13,12000,12180,11900,12000,23799100
2006-07-14,11740,11820,11640,11680,24371050
2006-07-18,11520,11680,11520,11640,15192400
2006-07-19,11600,11760,11600,11600,14213150
2006-07-20,11880,11960,11800,11960,22104200
2006-07-21,11820,11940,11800,11940,9859850
2006-07-24,11740,11880,11660,11760,15461800
2006-07-25,11920,12040,11880,11960,16680250
2006-07-26,11960,12080,11920,11980,7699400
2006-07-27,11980,12100,11880,12080,15282350
2006-07-28,12000,12080,11940,12000,9815200
2006-07-31,12200,12280,12160,12160,27660800
2006-08-01,12180,12300,12100,12100,13372450
2006-08-02,12060,12280,12040,12180,10944800
2006-08-03,12360,12380,12200,12200,12565450
2006-08-04,12240,12340,12240,12300,8121450
2006-08-07,12380,12380,12080,12120,15051350
2006-08-08,12100,12340,12100,12300,13957150
2006-08-09,12300,12460,12180,12320,15137800
2006-08-10,12320,12400,12180,12280,17488950
2006-08-11,12340,12440,12140,12140,16574950
2006-08-14,12200,12220,12000,12100,17205950
2006-08-16,12360,12440,12280,12360,19704250
2006-08-17,12600,12940,12580,12880,38826150
2006-08-18,13000,13300,12940,13160,37746950
2006-08-21,13200,13360,13100,13140,18374650
2006-08-22,12960,13160,12960,13160,19658050
2006-08-23,13080,13160,12880,12920,14711500
2006-08-24,12780,12820,12620,12740,17782500
2006-08-25,12840,13020,12780,12920,16017800
2006-08-28,13000,13040,12860,12860,10722200
2006-08-29,13040,13220,13000,13200,15479900
2006-08-30,13200,13220,12980,13040,14197200
2006-08-31,13080,13240,13000,13000,20670050
2006-09-01,13040,13140,12980,13060,8951400
2006-09-04,13240,13240,13100,13120,8986500
2006-09-05,13120,13200,13040,13140,7326400
2006-09-06,13160,13160,13020,13080,8273500
2006-09-07,12920,13020,12860,12980,10126650
2006-09-08,12880,13000,12880,12940,8374700
2006-09-11,12940,12980,12660,12660,18319450
2006-09-12,12760,12840,12580,12640,17689100
2006-09-13,12800,12900,12740,12840,24978800
2006-09-14,12840,13100,12820,13100,31021950
2006-09-15,13060,13160,13020,13120,11988600
2006-09-18,13140,13580,13140,13460,26359900
2006-09-19,13460,13560,13420,13440,14470600
2006-09-20,13260,13380,13180,13340,15755500
2006-09-21,13480,13540,13280,13300,14263200
2006-09-22,13160,13220,13040,13080,11768200
2006-09-25,13000,13160,12960,13000,12505650
2006-09-26,13080,13160,12920,13020,12855500
2006-09-27,13100,13260,13100,13180,17760800
2006-09-28,13240,13440,13200,13360,17199900
2006-09-29,13380,13440,13220,13280,11331250
2006-10-02,13180,13380,13180,13300,14501850
2006-10-04,13180,13200,12940,12960,20186450
2006-10-09,13040,13140,12500,12840,29850950
2006-10-10,12840,13000,12800,12800,9863800
2006-10-11,12700,12880,12660,12800,10846450
2006-10-12,12720,12900,12680,12720,18606600
2006-10-13,12900,12960,12840,12880,13492650
2006-10-16,13040,13160,12920,13000,17029050
2006-10-17,13000,13020,12840,12940,9174650
2006-10-18,12820,12880,12720,12840,16155300
2006-10-19,12900,12960,12640,12720,16716600
2006-10-20,12700,12760,12580,12620,23209700
2006-10-23,12620,12620,12400,12500,21650650
2006-10-24,12600,12660,12460,12520,18173600
2006-10-25,12480,12620,12420,12500,17740950
2006-10-26,12540,12680,12500,12580,16658100
2006-10-27,12580,12580,12320,12400,22082550
2006-10-30,12340,12380,12140,12180,20122000
2006-10-31,12140,12320,12060,12220,24140400
2006-11-01,12360,12400,12260,12300,13952400
2006-11-02,12280,12380,12220,12280,13024450
2006-11-03,12340,12400,12180,12220,14012550
2006-11-06,12180,12200,11980,12100,17439800
2006-11-07,12300,12300,12100,12180,17791800
2006-11-08,12300,12420,12300,12300,14036800
2006-11-09,12400,12620,12360,12620,28261650
2006-11-10,12560,12640,12520,12580,13480750
2006-11-13,12720,12800,12660,12780,16546450
2006-11-14,12960,13000,12880,12940,18685300
2006-11-15,13100,13240,13060,13240,29861150
2006-11-16,13520,13520,13140,13140,19037300
2006-11-17,13160,13160,13060,13080,9296700
2006-11-20,13120,13120,12940,13040,14429300
2006-11-21,13060,13120,12960,13000,10533050
2006-11-22,12940,13200,12940,13200,12154500
2006-11-23,13260,13300,13020,13080,12492450
2006-11-24,13080,13120,12920,13040,9120950
2006-11-27,12940,13000,12780,12840,16110750
2006-11-28,12620,12740,12600,12600,16102400
2006-11-29,12560,12740,12560,12580,16956950
2006-11-30,12720,12880,12700,12760,16568100
2006-12-01,12800,12900,12780,12800,8400700
2006-12-04,12860,12920,12740,12820,10005000
2006-12-05,12960,13020,12760,12760,17541350
2006-12-06,12760,12800,12580,12700,13141050
2006-12-07,12580,12700,12500,12520,14882150
2006-12-08,12340,12360,12160,12220,25508050
2006-12-11,12200,12240,12040,12080,22559950
2006-12-12,12120,12200,11980,12000,16402600
2006-12-13,12000,12180,12000,12040,17378550
2006-12-14,12060,12280,12000,12280,43471700
2006-12-15,12280,12300,12140,12160,23689800
2006-12-18,12200,12300,12160,12200,20216550
2006-12-19,12200,12280,12160,12200,17142450
2006-12-20,12180,12400,12180,12320,24232950
2006-12-21,12380,12400,12260,12300,16119000
2006-12-22,12240,12280,12160,12200,17316750
2006-12-26,12180,12220,12040,12120,15574500
2006-12-27,12220,12280,12080,12240,9829900
2006-12-28,12320,12380,12200,12260,10913300
2007-01-02,12400,12540,12320,12500,17763250
2007-01-03,12540,12560,12220,12220,19736500
2007-01-04,12220,12240,12060,12140,19073200
2007-01-05,12160,12180,11900,11900,29332450
2007-01-08,11840,11880,11580,11640,34124700
2007-01-09,11740,11880,11640,11720,20109850
2007-01-10,11640,11680,11500,11560,26128800
2007-01-11,11580,11760,11560,11640,30652000
2007-01-12,11800,12120,11700,12060,41304250
2007-01-15,12240,12300,12140,12240,33675300
2007-01-16,12300,12300,12220,12260,15522550
2007-01-17,12200,12200,11940,12040,24904200
2007-01-18,11980,11980,11780,11900,21762950
2007-01-19,11760,11760,11580,11700,37225100
2007-01-22,11700,11860,11660,11820,21204000
2007-01-23,11820,12000,11760,11920,25773700
2007-01-24,12000,12080,11980,12020,14256800
2007-01-25,12120,12160,12040,12060,11798550
2007-01-26,12000,12000,11740,11740,38498250
2007-01-29,11800,11820,11540,11560,29769500
2007-01-30,11640,11720,11500,11660,21373950
2007-01-31,11700,11700,11500,11580,18773050
2007-02-01,11520,11680,11520,11600,20379600
2007-02-02,11660,11820,11600,11740,38354500
2007-02-05,11780,11800,11660,11720,24227700
2007-02-06,11700,11760,11660,11740,14804600
2007-02-07,11760,11780,11600,11720,21392150
2007-02-08,11760,11800,11600,11620,25787500
2007-02-09,11580,11720,11580,11700,15804250
2007-02-12,11600,11600,11380,11440,46288400
2007-02-13,11380,11420,11200,11240,39586800
2007-02-14,11340,11460,11340,11340,31505450
2007-02-15,11620,11640,11380,11480,31469800
2007-02-16,11560,11840,11480,11800,42803050
2007-02-20,11900,12040,11760,12000,23313850
2007-02-21,12040,12240,12000,12120,27692600
2007-02-22,12120,12240,12040,12040,18457650
2007-02-23,12060,12080,11800,11860,26444100
2007-02-26,11740,11780,11580,11660,29442950
2007-02-27,11720,11720,11500,11620,22474550
2007-02-28,11160,11400,11160,11340,45389950
2007-03-02,11220,11440,11180,11320,33706850
2007-03-05,11240,11440,11220,11260,27584250
2007-03-06,11300,11580,11300,11380,29054100
2007-03-07,11500,11520,11300,11400,26657400
2007-03-08,11400,11640,11340,11480,29056600
2007-03-09,11660,11780,11600,11720,31249050
2007-03-12,11800,12040,11800,12040,31695350
2007-03-13,12080,12080,11860,12000,16828000
2007-03-14,11720,11760,11600,11680,25074450
2007-03-15,11700,11840,11680,11720,24583750
2007-03-16,11720,11860,11620,11780,14516550
2007-03-19,11740,11800,11640,11740,12555900
2007-03-20,11700,11740,11500,11580,21549850
2007-03-21,11620,11700,11500,11580,12559600
