Date,Close,Volume,Diff,Volatility
20100402,1.0979,1.2462,0.013,0.0225
20100405,1.1125,0.9046,0.0105,0.0151
20100406,1.1093,0.983,-0.0057,0.016
20100407,1.0948,1.1544,-0.0069,0.0197
20100408,1.0978,0.8053,0.007,0.0117
20100409,1.087,0.8285,-0.0093,0.0208
20100412,1.0527,1.4916,-0.0338,0.0384
20100413,1.0488,1.2237,-0.0072,0.0228
20100414,1.0691,0.9307,0.012,0.0168
20100415,1.0804,1.1044,-0.0081,0.0209
20100416,1.0703,0.6683,-0.0082,0.0199
20100419,1.0429,0.752,-0.0119,0.0167
20100420,1.043,0.8286,0.0012,0.0133
20100421,1.0718,0.8041,0.0167,0.0215
20100422,1.0567,1.042,-0.0094,0.0188
20100423,1.0413,0.9429,-0.0212,0.0236
20100426,1.0449,0.797,-0.0012,0.0144
20100427,1.0449,0.8002,0.0048,0.0132
20100428,1.0313,0.9828,0.0061,0.0085
20100429,1.0305,0.6981,-0.006,0.0181
20100430,1.0593,1.3949,0.0254,0.0302
20100503,1.0336,0.8952,-0.0189,0.0213
20100504,1.0391,0.5638,-0.0071,0.0155
20100506,1.0136,1.3843,-0.0037,0.011
20100507,0.9887,2.336,-0.005,0.0138
20100510,0.9997,1.017,0.0038,0.01
20100511,0.9846,1.3804,-0.0259,0.0259
20100512,0.982,0.9653,-0.01,0.0201
20100513,1.0114,0.9788,0.0188,0.0288
20100514,1.0071,0.901,0.005,0.0161
20100517,0.9746,1.6208,-0.0175,0.0263
20100518,0.9843,1.1076,0.0025,0.0139
20100519,0.9608,1.097,-0.0153,0.0204
20100520,0.94,1.1969,-0.0118,0.0222
20100524,0.9428,1.0736,0.0147,0.0268
20100525,0.9223,1.5367,-0.012,0.0267
20100526,0.9339,1.3685,-0.0132,0.0316
20100527,0.9616,1.3157,0.0376,0.0457
20100528,0.9694,1.3272,-0.0114,0.0254
20100531,0.9675,0.7597,0.0052,0.0168
20100601,0.9584,0.6821,-0.0103,0.018
20100603,0.97,0.8811,-0.0038,0.0128
20100604,0.9904,0.7588,0.0232,0.0297
20100607,0.983,0.9149,0.0103,0.0128
20100608,0.9808,0.8786,0,0.028
20100609,0.9624,1.0851,-0.0278,0.0328
20100610,0.9668,1.0805,-0.0051,0.0116
20100611,0.9974,1.1119,0.0153,0.0178
20100614,1.0103,0.735,0.0202,0.0228
20100615,0.9994,0.5804,-0.0148,0.0148
20100616,1.0259,1.1458,0.0049,0.016
20100617,1.0238,0.7125,0.0062,0.0086
20100618,1.0301,0.5908,-0.0036,0.0158
20100621,1.0403,0.8803,0,0.0169
20100622,1.0227,0.9185,-0.0133,0.0169
20100623,1.0089,1.0853,-0.0074,0.0136
20100624,1.0275,0.8777,0.0149,0.0223
20100625,1.0085,1.0586,-0.0049,0.0099
20100628,0.9969,0.8188,-0.0112,0.0149
20100629,0.9917,0.7928,-0.0112,0.0212
20100630,0.9692,1.6781,0.0052,0.013
20100701,0.9593,1.3818,-0.0167,0.0257
20100702,0.9603,0.7311,-0.0039,0.0143
20100705,0.9601,0.6339,0.0052,0.0118
20100706,0.97,1.1316,0.0171,0.0262
20100707,0.9623,1.0216,-0.0141,0.0205
20100708,0.9697,0.9306,-0.0102,0.0179
20100709,0.9953,1.1763,0.0218,0.0295
20100712,1.0022,0.7934,0.0038,0.0125
20100713,0.9946,0.966,-0.0025,0.0175
20100714,1.0289,2.0549,0.0135,0.0185
20100715,1.0231,0.9918,-0.0061,0.0085
20100716,1.0003,1.0417,-0.0172,0.0221
20100719,0.9913,0.897,0.0115,0.0165
20100720,0.9944,0.7131,0.0038,0.0201
20100721,1.0171,1.0225,0,0.0147
20100722,1.005,0.9542,-0.0049,0.0197
20100723,1.0083,0.8759,-0.0049,0.0123
20100726,1.0164,0.659,0.0062,0.0135
20100727,1.0292,1.1801,0.0061,0.0109
20100728,1.0383,1.4237,0.006,0.0108
20100729,1.0254,0.913,-0.0143,0.0191
20100730,1.004,1.0066,-0.0146,0.0207
20100802,1.0037,0.763,-0.0086,0.0098
20100803,1.0094,0.8057,-0.0061,0.0085
20100804,0.998,0.6553,-0.0135,0.0147
20100805,0.995,0.8617,-0.0086,0.0185
20100806,0.9908,0.7601,-0.0111,0.0136
20100809,0.992,0.567,0.0038,0.005
20100810,0.981,0.8736,-0.0088,0.0163
20100811,0.9639,1.1117,-0.0064,0.0153
20100812,0.9483,1.313,-0.0026,0.0156
20100813,0.9672,0.8764,0.0143,0.0195
20100816,0.9688,0.6311,0.0116,0.0207
20100817,0.9693,0.8857,0.0064,0.0154
20100818,0.9648,0.7167,-0.0077,0.014
20100819,0.9788,0.744,0.0128,0.0154
20100820,0.973,0.7517,0.0051,0.0115
20100823,0.9808,0.5587,0.0051,0.0115
20100824,0.9729,0.706,-0.0025,0.014
20100825,0.9602,0.5806,-0.0052,0.0077
20100826,0.9626,0.6549,0.0013,0.0168
20100827,0.9551,0.8049,0.0013,0.0092
20100830,0.9685,0.4437,0.0013,0.0077
20100831,0.9449,1.3909,-0.0131,0.0209
20100901,0.9411,1.2217,-0.0131,0.0171
20100902,0.9507,1.152,-0.0013,0.0171
20100903,0.954,1.3912,0,0.0105
20100906,0.9786,1.2389,0.0104,0.0155
20100907,0.9895,1.0086,0.0064,0.0192
20100908,0.9691,0.69,-0.0064,0.0129
20100909,0.9511,1.919,-0.0143,0.0235
20100910,0.9644,0.8708,0.0079,0.0197
20100913,0.9704,0.7303,0,0.013
20100914,0.9588,1.1544,-0.0194,0.0271
20100915,0.9559,1.2066,-0.0079,0.021
20100916,0.9568,0.7284,0.004,0.0119
20100917,0.9779,1.3806,0.0144,0.0262
20100920,0.9873,0.9149,0.0078,0.0129
20100924,0.9652,1.9975,-0.0218,0.0282
20100927,0.9575,1.5295,-0.0131,0.0209
20100928,0.9459,1.4138,-0.0132,0.0146
20100929,0.9809,2.111,0.0252,0.0332
20100930,0.9877,1.0078,0.0065,0.0155
20101001,0.9879,0.898,0.0065,0.0117
20101004,0.9921,0.7823,0,0.009
20101005,0.9833,0.8759,0.0013,0.0104
20101006,1.0087,1.431,0.0193,0.0231
20101007,0.98,1.5445,-0.0116,0.018
20101008,0.9654,1.6288,-0.0066,0.017
20101011,0.9594,1.1324,-0.0118,0.0131
20101012,0.951,1.1152,-0.008,0.0133
20101013,0.9489,1.2297,-0.0106,0.012
20101014,0.9566,1.6025,-0.004,0.0146
20101015,0.9617,1.4735,0.0053,0.0147
20101018,0.9578,0.8306,-0.0079,0.0185
20101019,0.9451,1.1733,-0.012,0.0133
20101020,0.9506,1.1152,0.0068,0.0189
20101021,0.9762,1.7057,0.0268,0.0322
20101022,0.9915,1.2219,0.0052,0.0129
20101025,0.9839,0.7424,-0.0026,0.0155
20101026,0.9738,0.9342,-0.0065,0.0169
20101027,0.9615,0.9978,-0.0066,0.0185
20101028,0.9759,0.8738,0.0053,0.0158
20101029,0.9521,1.3738,-0.0249,0.0262
20101101,0.9549,0.8824,-0.008,0.0133
20101102,0.9464,0.9843,-0.0094,0.0147
20101103,0.9471,1.0687,0,0.0135
20101104,0.977,1.6144,0.0214,0.0254
20101105,0.994,2.0434,-0.0051,0.0192
20101108,0.9971,0.8131,-0.0089,0.0153
20101109,0.9925,0.7458,-0.0128,0.0217
20101110,1.0134,1.2206,0.0128,0.0192
20101111,0.9847,2.5764,-0.0328,0.0404
20101112,0.9993,1.5974,-0.0077,0.0217
20101115,1.0378,2.0054,0.028,0.0382
20101116,1.0417,1.6332,-0.0037,0.0246
20101117,1.0213,0.9475,-0.0075,0.0112
20101118,1.0265,0.736,0.0025,0.0151
20101119,1.0505,1.0669,0.0124,0.0235
20101122,1.088,1.9772,0.0341,0.0366
20101123,1.0767,1.0835,-0.0118,0.02
20101124,1.0896,1.7295,0.0303,0.0327
20101125,1.0809,0.992,-0.0094,0.0176
20101126,1.0698,0.8495,-0.013,0.02
20101129,1.0676,0.8396,0.0012,0.018
20101130,1.0542,1.145,-0.0072,0.024
20101201,1.0462,1.0134,-0.0049,0.017
20101202,1.0951,1.6357,0.0374,0.0411
20101203,1.1383,2.0799,0.0276,0.0345
20101206,1.1323,0.8958,0,0.0157
20101207,1.1451,1.3195,0.0158,0.0406
20101208,1.1273,0.8905,-0.0166,0.0255
20101209,1.1624,1.5486,0.0362,0.0384
20101210,1.1631,0.671,0.0044,0.0131
20101213,1.1754,0.807,0.012,0.0174
20101214,1.1723,1.16,-0.0085,0.0171
20101215,1.1544,0.8609,-0.0097,0.0162
20101216,1.1467,0.611,0.0033,0.0121
20101217,1.1642,0.9051,0.0131,0.0186
20101220,1.1703,0.8883,0.0164,0.0196
20101221,1.1737,0.6623,0.0054,0.0161
20101222,1.1756,0.8762,0,0.0181
20101223,1.17,0.5779,0,0.0139
20101224,1.1547,0.4472,-0.0149,0.0149
20101227,1.1493,0.5552,-0.0032,0.0162
20101228,1.1672,0.8249,0.0108,0.0259
20101229,1.1738,0.6282,0.0107,0.0203
20101230,1.1767,0.4841,0.0074,0.0106
20110103,1.1854,0.6996,0.0031,0.0168
20110104,1.1828,0.7248,0.0021,0.0126
20110105,1.1605,0.89,-0.0136,0.0136
20110106,1.1436,1.0229,-0.0127,0.0276
20110107,1.1306,1.2152,0.0066,0.0164
20110110,1.1238,0.9606,-0.0011,0.0207
20110111,1.1171,1.0196,-0.0044,0.0153
20110112,1.1359,1.0693,0.0175,0.0208
20110113,1.1243,1.4618,-0.0285,0.0337
20110114,1.1357,0.7892,0.0054,0.0205
20110117,1.1529,1.0511,0.0042,0.0116
20110118,1.1743,1.4978,0.02,0.0337
20110119,1.205,1.6692,0.0184,0.0347
20110120,1.1838,0.7608,-0.0051,0.0111
20110121,1.1678,0.8287,-0.0051,0.0143
20110124,1.1648,0.6792,0.0031,0.0176
20110125,1.1665,0.6989,0.0031,0.0195
20110126,1.1906,0.6694,0.0132,0.0193
20110127,1.1825,0.7732,-0.001,0.0111
20110128,1.1982,0.9634,0.012,0.024
20110131,1.1612,1.0758,-0.0278,0.0287
20110201,1.1606,0.6752,0.001,0.0163
20110207,1.1447,1.2196,-0.0299,0.0319
20110208,1.1292,1.5207,-0.0093,0.0155
20110209,1.1255,1.043,-0.0134,0.0226
20110210,1.0951,1.5145,-0.025,0.0313
20110211,1.0686,1.305,-0.0214,0.0321
20110214,1.1104,0.9595,0.0269,0.0323
20110215,1.1138,0.8887,-0.0052,0.0239
20110216,1.0966,0.7469,-0.0074,0.0263
20110217,1.1046,0.7105,0.001,0.021
20110218,1.1089,0.5115,-0.0052,0.0093
20110221,1.0925,0.6901,-0.0166,0.0239
20110222,1.0789,0.6186,-0.0011,0.0149
20110223,1.0678,0.8725,0.0054,0.0173
20110224,1.0648,0.9172,0.0032,0.0151
20110225,1.0596,0.7684,-0.0022,0.0108
20110228,1.0544,0.8224,0.0033,0.0152
20110302,1.0472,0.8182,0.0044,0.012
20110303,1.051,0.9219,0.0044,0.012
20110304,1.0738,0.9495,0.0118,0.0193
20110307,1.0277,1.6222,-0.0392,0.0392
20110308,1.0179,1.2634,-0.0132,0.0198
20110309,1.0061,1.3313,-0.0177,0.0287
20110310,0.9777,2.0889,-0.0148,0.0205
20110311,0.972,1.3584,0.0012,0.0186
20110314,1.0132,1.6523,0.0227,0.0545
20110315,0.9668,1.7864,-0.0455,0.0511
20110316,0.9945,1.9424,0.0011,0.026
20110317,0.9976,1.098,0.0137,0.0251
20110318,0.9974,0.9355,-0.0011,0.0135
20110321,0.995,0.7069,-0.0011,0.0168
20110322,0.977,1.0609,-0.0191,0.0303
20110323,0.9735,1.2221,-0.008,0.0239
20110324,0.98,0.7451,0,0.0159
20110325,1.0115,1.4992,0.0202,0.0224
20110328,1.0163,0.7662,0.0011,0.0142
20110329,1.0143,0.8295,0.0099,0.0176
20110330,1.0233,0.9958,0.0109,0.0142
20110331,1.028,1.269,-0.0043,0.016
20110401,1.035,1.0882,0.0043,0.0139
20110404,1.0385,0.8089,0.0053,0.0064
20110405,1.0366,0.5771,-0.0032,0.0137
20110406,1.011,1.3265,-0.0181,0.0287
20110407,0.9941,1.0631,-0.0173,0.0324
20110408,0.9808,1.2722,-0.0143,0.0209
20110411,0.9755,1.0146,-0.0045,0.0212
20110412,0.9617,0.7824,-0.0045,0.009
20110413,0.9812,0.8242,0.0158,0.0237
20110414,0.9791,1.2446,0,0.0178
20110415,0.9653,1.0963,-0.0111,0.0189
20110418,0.9422,1.3559,-0.0269,0.0292
20110419,0.9506,1.1393,0.0258,0.0258
20110420,0.9944,1.5808,0.0304,0.0337
20110421,1.0066,1.329,-0.0022,0.0204
20110422,0.9798,0.9241,-0.0216,0.0271
20110425,0.963,0.705,-0.0133,0.0244
20110426,0.9709,0.943,-0.0022,0.0211
20110427,0.999,1.2909,0.0076,0.0174
20110428,0.9727,1.0228,-0.026,0.0303
20110429,0.9651,1.0653,-0.0089,0.0311
20110502,1.0068,1.6025,0.0242,0.0363
20110503,1.0128,1.2476,0.0021,0.0192
20110504,0.9877,1.2622,-0.0161,0.0366
20110506,0.9706,1.1615,0,0.0211
20110509,0.9623,0.6663,-0.0187,0.022
20110511,0.9638,1.0953,0.0034,0.0146
20110512,0.9567,1.3484,-0.0011,0.0203
20110513,0.9902,1.6184,0.0223,0.0379
20110516,0.9741,0.7793,-0.0174,0.0229
20110517,0.9625,0.5597,-0.0078,0.01
20110518,0.9662,0.8032,0,0.0146
20110519,0.9527,0.9354,-0.0123,0.0202
20110520,0.9555,0.5359,-0.0034,0.0079
20110523,0.9463,0.6813,-0.0046,0.0148
20110524,0.9383,0.6989,-0.008,0.0218
20110525,0.9292,0.7709,-0.0262,0.0296
20110526,0.9548,0.6725,0.0127,0.0173
20110527,0.9684,1.0297,0.0195,0.0366
20110530,0.9614,0.4926,-0.0123,0.0212
20110531,0.9816,1.1377,0.0135,0.0315
20110601,0.9919,0.7461,0.01,0.0188
20110602,0.9621,0.7891,-0.0123,0.019
20110603,0.9647,0.4812,-0.0056,0.0146
20110607,0.9672,0.7278,0.0126,0.0228
20110608,0.9567,0.6222,-0.009,0.0169
20110609,0.9442,1.0424,-0.0137,0.016
20110610,0.9297,0.9431,-0.0218,0.0264
20110613,0.9326,0.7287,0.0107,0.0178
20110614,0.9443,0.5172,0.0141,0.0294
20110615,0.9473,0.6463,-0.0012,0.0208
20110616,0.9299,0.5865,-0.0059,0.0164
20110617,0.8999,1.7712,-0.0376,0.0576
20110620,0.8808,1.1525,-0.016,0.0234
20110621,0.8977,0.9221,0.0175,0.0275
20110622,0.9124,0.8051,0.0024,0.0133
20110623,0.9194,0.6751,0.0073,0.023
20110624,0.9441,1.1364,0.0378,0.0402
20110627,0.927,0.7369,-0.0142,0.0224
20110628,0.9254,0.5813,-0.0095,0.0262
20110629,0.9281,0.5062,-0.0177,0.02
20110630,0.9219,0.8012,-0.0084,0.0168
20110701,0.9555,1.0819,0.0142,0.0261
20110704,0.9821,1.0536,0.0092,0.0161
20110705,1.0063,1.0359,0.0216,0.0239
20110706,1.0056,0.5566,0.0056,0.0123
20110707,0.9858,0.8919,-0.02,0.0212
20110708,0.9922,0.6038,0.0057,0.017
20110711,0.9708,0.7999,-0.017,0.0205
20110712,0.9549,0.6211,-0.0116,0.0174
20110713,0.9483,0.8235,-0.0059,0.0224
20110714,0.9361,1.0148,-0.0048,0.0144
20110715,0.9385,0.6805,0.0024,0.0229
20110718,0.9184,0.9047,-0.0181,0.0229
20110719,0.9297,0.7232,0.0199,0.0261
20110720,0.9633,1.0463,0.0131,0.0179
20110721,0.9541,0.5145,-0.0047,0.0225
20110722,0.9639,0.6091,0,0.0165
20110725,0.9612,0.4749,-0.0035,0.0188
20110726,0.9655,0.5653,0.0083,0.013
20110727,0.9609,0.5087,-0.0035,0.0142
20110728,0.9525,0.6937,0.0109,0.0169
20110729,0.9611,0.7716,-0.0024,0.0177
20110801,0.9909,0.9974,0.0175,0.0234
20110802,0.9706,0.702,-0.0012,0.0106
20110803,0.9492,1.0664,-0.0083,0.0238
20110804,0.9364,0.9122,-0.0215,0.0286
20110805,0.9006,1.6086,-0.0038,0.0202
20110808,0.8688,1.6126,-0.013,0.0377
20110809,0.8292,2.5909,-0.0347,0.076
20110810,0.8263,2.5417,-0.0526,0.0526
20110811,0.8142,2.0214,0.0291,0.0538
20110812,0.8146,1.7134,-0.0194,0.0305
20110816,0.8654,1.517,0.0204,0.0327
20110817,0.869,0.7401,0.0013,0.0253
20110818,0.8212,1.7833,-0.0521,0.0615
20110819,0.7898,1.4521,-0.0116,0.0363
20110822,0.8047,1.0457,0.0102,0.0278
20110823,0.8439,1.2278,0.0329,0.0514
20110824,0.8286,0.9263,-0.0221,0.0483
20110825,0.8506,0.9548,-0.0163,0.0231
20110826,0.854,0.5348,0.0126,0.0237
20110829,0.8643,0.6541,-0.0121,0.0243
20110830,0.8768,0.6401,0.0013,0.0162
20110831,0.8809,0.7371,-0.004,0.0214
20110901,0.9143,1.813,0.0158,0.058
20110902,0.9132,0.6563,0.0052,0.0235
20110905,0.8697,0.7047,-0.0318,0.0344
20110906,0.8667,0.6729,0.0014,0.0358
20110907,0.9229,0.8977,0.0546,0.0614
20110908,0.9538,1.4634,0.0231,0.0308
20110909,0.9333,0.9254,-0.0064,0.0446
20110914,0.9023,1.4063,-0.0346,0.0513
20110915,0.9255,1.0946,-0.0166,0.0242
20110916,0.9594,1.2251,0.005,0.0239
20110919,0.9725,0.6368,0.01,0.0325
20110920,0.977,0.7248,0,0.0271
20110921,0.9805,0.882,-0.0073,0.033
20110922,0.9542,0.7973,-0.0075,0.0276
20110923,0.9172,1.1346,-0.0079,0.038
20110926,0.9391,1.2466,0.0197,0.0368
20110927,0.9757,0.8668,-0.0012,0.0174
20110928,0.9809,1.2725,-0.0206,0.0413
20110929,1.0184,1.4474,0.041,0.0547
20110930,1.0228,1.3467,0.012,0.0349
20111004,1.0089,1.7016,0.0286,0.0447
20111005,1.0266,1.6556,0.0218,0.04
20111006,1.0428,1.5409,-0.0217,0.0423
20111007,1.0496,1.3667,-0.0058,0.0358
20111010,1.0671,0.8893,-0.0046,0.0148
20111011,1.0758,1.1752,-0.0045,0.0181
20111012,1.0965,1.1047,0.0298,0.0333
20111013,1.0866,0.8327,-0.0089,0.02
20111014,1.0816,0.5559,0.0172,0.0264
20111017,1.0862,0.5476,0,0.0157
20111018,1.0775,0.7101,0.0091,0.0251
20111019,1.0808,0.5507,0.0011,0.0181
20111020,1.106,1.4522,0.0237,0.0418
20111021,1.1178,1.1889,-0.0033,0.0196
20111024,1.1463,0.9548,0.0307,0.035
20111025,1.1505,0.9309,0.0096,0.0171
20111026,1.1368,0.6383,0.0011,0.0204
20111027,1.1241,0.8905,-0.0054,0.0215
20111028,1.1488,1.3593,0.0183,0.0205
20111031,1.1756,1.198,0.0287,0.0393
20111101,1.2007,1.5458,0.0227,0.0382
20111102,1.1761,1.4153,0.001,0.0124
20111103,1.1696,0.8182,0.0052,0.0135
20111104,1.2134,1.324,0.0224,0.0234
20111107,1.197,0.693,-0.003,0.0141
20111108,1.1678,0.8421,-0.0162,0.0254
20111109,1.1839,0.9491,0.0155,0.0227
20111110,1.1222,1.5371,-0.0331,0.0393
20111111,1.1772,1.1977,0.0402,0.0571
20111114,1.1902,0.6982,0.0081,0.0152
20111115,1.1878,0.5808,0.0101,0.0203
20111116,1.1608,0.8378,-0.0201,0.0302
20111117,1.165,0.644,-0.002,0.0316
20111118,1.143,0.8104,-0.0082,0.0154
20111121,1.126,0.6372,-0.0011,0.0189
20111122,1.1396,0.5992,0.0137,0.0295
20111123,1.1051,0.7612,-0.0137,0.0264
20111124,1.1134,0.6813,0.0228,0.0347
20111125,1.1172,0.5853,0.0194,0.0258
20111128,1.1527,0.7925,0.0198,0.025
20111129,1.183,1.3745,0.0152,0.0192
20111130,1.1801,0.9804,0.004,0.014
20111201,1.2596,1.7074,0.0377,0.0493
20111202,1.2288,1.0768,-0.0104,0.0292
20111205,1.2444,0.7282,-0.0028,0.014
20111206,1.2159,0.7173,-0.0123,0.0274
20111207,1.2266,0.9692,0.0057,0.0257
20111208,1.2326,1.2693,0.0066,0.035
20111209,1.2165,0.6747,0.0038,0.0353
20111212,1.2485,0.5951,0.0198,0.0226
20111213,1.2065,0.6503,-0.0223,0.0233
20111214,1.1924,1.0289,0.0058,0.0193
20111215,1.1615,0.8269,-0.0136,0.0204
20111216,1.1931,0.5976,0.0235,0.0245
20111219,1.1477,0.9942,-0.0364,0.0584
20111220,1.1512,0.6658,0.004,0.0218
20111221,1.1994,0.9835,0.0213,0.0251
20111222,1.1909,0.5145,0.0067,0.0115
20111223,1.2063,0.597,0.0114,0.017
20111226,1.2011,0.3025,-0.0009,0.0084
20111227,1.2058,0.5522,0.0047,0.0253
20111228,1.1891,0.541,-0.0112,0.0121
20111229,1.1822,0.5412,-0.0038,0.0188
20120102,1.2025,0.6566,0.0093,0.014
20120103,1.2251,0.8595,0.011,0.0119
20120104,1.1926,0.8823,-0.0226,0.0317
20120105,1.1606,0.9039,-0.0168,0.0224
20120106,1.1399,0.99,-0.0152,0.0341
20120109,1.1103,1.0231,-0.0231,0.025
20120110,1.1179,1.0785,0.0049,0.0147
20120111,1.1087,1.0175,0.0039,0.0098
20120112,1.1121,0.9926,0.0118,0.0177
20120113,1.1272,0.7857,0.0175,0.0233
20120116,1.1063,0.629,-0.0096,0.0192
20120117,1.1089,0.925,-0.0048,0.0231
20120118,1.0988,0.8329,-0.02,0.0285
20120119,1.1395,1.2054,0.0328,0.0337
20120120,1.1699,1.3698,0.0138,0.0266
20120125,1.1748,1.2113,0.0201,0.0302
20120126,1.1692,0.9372,-0.0027,0.0242
20120127,1.1775,0.6852,0.0045,0.0125
20120130,1.1628,0.8779,-0.0124,0.0186
20120131,1.1499,1.1614,0.0018,0.0281
20120201,1.1167,1.2186,-0.0253,0.0262
20120202,1.1143,1.1896,-0.0055,0.0331
20120203,1.0968,0.952,-0.0047,0.0261
20120206,1.1017,0.8473,-0.0092,0.0231
20120207,1.1172,0.642,0.0149,0.0214
20120208,1.1126,0.6406,-0.0064,0.0146
20120209,1.1012,1.2995,-0.0028,0.0276
20120210,1.0761,1.0033,-0.0203,0.0212
20120213,1.0944,0.8635,0.0131,0.0206
20120214,1.0884,0.6653,-0.0037,0.0138
20120215,1.1398,1.529,0.0337,0.0419
20120216,1.1356,0.8298,0.0044,0.0168
20120217,1.1719,0.9356,0.0147,0.0207
20120220,1.1665,0.8011,-0.0025,0.0238
20120221,1.1672,0.5887,0.0043,0.0281
20120222,1.1798,0.6471,0.0127,0.0237
20120223,1.1398,1.2799,-0.0111,0.0239
20120224,1.1554,0.7914,0.0234,0.0286
20120227,1.1429,0.4736,-0.0026,0.0179
20120228,1.1529,0.9444,-0.0092,0.0159
20120229,1.1693,0.9853,0.0126,0.0151
20120302,1.1427,1.0278,-0.0272,0.0313
20120305,1.1317,0.6416,-0.0134,0.021
20120306,1.1345,0.6107,0.0008,0.0221
20120307,1.1237,0.6675,-0.0026,0.0153
20120308,1.1282,1.1696,0,0.0178
20120309,1.1722,1.047,0.0327,0.0361
20120312,1.1495,0.6795,-0.0114,0.0131
20120313,1.1563,0.6875,0.0175,0.0242
20120314,1.18,1.0596,0.0163,0.0203
20120315,1.1762,0.815,-0.0008,0.0144
20120316,1.1617,1.0492,-0.0175,0.023
20120319,1.1789,0.6926,0.0202,0.0275
20120320,1.1817,0.6957,0,0.0134
20120321,1.155,0.7555,-0.0143,0.0143
20120322,1.1665,0.7476,0.0186,0.0227
20120323,1.1661,0.645,0.0145,0.0249
20120326,1.1759,0.5557,0.0055,0.011
20120327,1.2054,0.861,0.0202,0.0272
20120328,1.1934,0.6045,0.0015,0.01
20120329,1.1703,0.7184,-0.0146,0.0146
20120330,1.1627,0.9395,0.0039,0.0181
20120402,1.1811,0.7758,0.0188,0.0298
20120403,1.21,1.0195,0.0114,0.028
20120404,1.1922,0.91,-0.0083,0.027
20120405,1.1975,0.812,0.0215,0.0292
20120406,1.1956,0.6481,0.0038,0.0158
20120409,1.1788,0.5429,-0.0023,0.0182
20120410,1.1699,0.7077,-0.0023,0.0099
20120412,1.133,1.5877,-0.0078,0.0242
20120413,1.1255,2.2001,0.0024,0.0134
20120416,1.1145,0.9454,-0.011,0.0204
20120417,1.1028,0.9022,-0.0016,0.0184
20120418,1.1381,1.0668,0.0125,0.0258
20120419,1.1467,0.8139,0.0116,0.0139
20120420,1.1215,0.6145,-0.0093,0.0147
20120423,1.116,0.5228,0.0079,0.0142
20120424,1.1167,0.8313,0.0142,0.019
20120425,1.1329,0.8713,0.0008,0.0169
20120426,1.1606,1.0511,0.0152,0.0174
20120427,1.1867,1.0175,0.014,0.0236
20120430,1.1972,1.0092,-0.0036,0.0229
20120502,1.2106,1.1746,0,0.0135
20120503,1.1993,0.6627,-0.0007,0.0086
20120504,1.1613,1.3192,-0.0109,0.0356
20120507,1.1431,1.2137,0,0.0209
20120508,1.1398,0.7736,-0.0052,0.0096
20120509,1.1285,0.8134,-0.003,0.018
20120510,1.1224,0.8495,-0.0015,0.0105
20120511,1.0994,0.8846,-0.0091,0.0152
20120514,1.1062,0.9754,0.0069,0.0176
20120515,1.1009,1.0108,0.0054,0.0153
20120516,1.031,2.4599,-0.0524,0.0555
20120517,1.0237,2.0958,-0.0057,0.0341
20120518,0.975,1.8814,-0.0316,0.0332
20120521,1.0098,1.4726,0.0126,0.0218
20120522,1.0342,1.4618,-0.012,0.0223
20120523,1.0171,0.9898,-0.0153,0.0363
20120524,1.019,0.9308,0.0099,0.0223
20120525,1.0176,0.6214,-0.0065,0.0187
20120529,1.0271,0.6623,0.0215,0.0264
20120530,1.0161,0.7788,-0.0097,0.0202
20120531,1.0026,1.3516,-0.0016,0.0173
20120601,1.0193,0.8329,0.0165,0.0313
20120604,0.9875,1.1075,-0.0017,0.0109
20120605,0.9917,0.7911,0.0017,0.0133
20120607,1.0407,1.2884,0.021,0.0258
20120608,1.024,0.6164,-0.022,0.0235
20120611,1.0392,0.6165,-0.0031,0.0071
20120612,1.0268,0.5497,0.0072,0.012
20120613,1.0378,0.5981,0.0039,0.0142
20120614,1.0278,1.374,-0.0063,0.0118
20120615,0.9904,1.8792,-0.0264,0.0368
20120618,1.0102,1.0898,0.0024,0.0185
20120619,1.0099,0.9249,-0.0008,0.0201
20120620,1.0152,0.832,0.0024,0.016
20120621,0.994,0.8026,-0.0057,0.013
20120622,0.9571,1.9462,-0.0059,0.0185
20120625,0.9165,2.5332,-0.0333,0.0427
20120626,0.9219,1.544,0.0053,0.0177
20120627,0.9439,1.4381,0.0237,0.0412
20120628,0.9441,0.6401,0.0009,0.0231
20120629,0.9697,1.1465,0.0291,0.0411
20120702,0.9471,1.1738,-0.0281,0.0315
20120703,0.9473,0.967,-0.0059,0.0195
20120704,0.9594,1.1675,0.0076,0.0161
20120705,0.9538,0.5582,-0.0017,0.0143
20120706,0.9338,1.2998,-0.0276,0.0343
20120709,0.9053,1.304,-0.0079,0.0106
20120710,0.9058,1.0835,-0.007,0.0185
20120711,0.8986,1.1077,-0.0097,0.0221
20120712,0.8773,1.524,-0.0268,0.0312
20120713,0.9161,1.6427,0.0392,0.0484
20120716,0.9268,0.9259,0.0061,0.0192
20120717,0.9397,0.9598,0.0174,0.0366
20120718,0.9288,0.8821,-0.0212,0.0399
20120719,0.9615,1.4981,0.0127,0.0254
20120720,0.9582,0.7244,-0.0092,0.01
20120723,0.9349,0.7761,-0.0026,0.0129
20120724,0.9415,0.8807,0.0043,0.0137
20120725,0.9322,0.8248,0.0043,0.0286
20120726,0.9435,0.8269,0.0026,0.012
20120727,0.9922,1.6015,0.0318,0.0351
20120730,1.0252,1.142,0.0119,0.0214
20120731,1.0514,1.9901,0.0227,0.0461
